旭景家园 实用三房 厅出阳台 保养好 安静带花园,旭景家园,东圃,3室2厅 ,106.97, 北 , 简装 ,11,2002, 塔楼,14,23,5200000.0,48612,VR房源 房本满五年 
豪景电梯两房，交通方便，居家户型,豪景花园,沙河,2室1厅 ,71.54, 西北 , 其他 ,19,2004, 塔楼,15, 10个月以前发布,2730000.0,38161,VR房源 房本满两年 
此房产权清晰，格局方正 户型实用 安静舒适采光通风好,远东大厦,林和,3室2厅 ,111.53, 东北 , 其他 ,27,2003, 塔楼,7, 1个月以前发布,8600000.0,77110,VR看装修 房本满五年 
华景新城 户型方正 通风采光好 交通便利 拎包入住,华景新城华门阁,华景新城,3室2厅 ,105.18, 东南 东北 , 精装 ,9,1999, 塔楼,66, 2个月以前发布,6000000.0,57046,VR房源 房本满五年 
望小区，比较安静，房子采光好， 户型方正实用,隆基怡苑,沙太南,2室1厅 ,76.0, 西南 , 简装 ,17,2007, 塔楼,6, 2个月以前发布,2860000.0,37632,VR房源 房本满两年 
华苑小高层二改三电梯已经加装好,华苑大厦,体育中心,2室1厅 ,90.08, 南 北 , 简装 ,9,1998, 塔楼,9, 2个月以前发布,4750000.0,52731,VR看装修 房本满两年 
装修好，格局方正 适合安家，近地铁交通便利,侨乐新村,沙太南,3室2厅 ,93.7, 南 北 , 精装 ,9,1995, 塔楼,7, 4个月以前发布,3280000.0,35006,近地铁 VR看装修 房本满两年 
保利中宇广场     精装两房     楼龄新    户型方正,保利中宇广场,龙口东,2室2厅 ,83.95, 北 东北 , 其他 ,31,2012, 塔楼,24, 3个月以前发布,8000000.0,95295,近地铁 VR看装修 房本满五年 
满五不唯一  精装修 保养好 户型可变,豪景花园,沙河,2室1厅 ,82.13, 南 , 精装 ,19,2009, 塔楼,13, 3个月以前发布,3300000.0,40181,VR房源 房本满五年 
仙湖名苑 安静两房 户型方正 居住舒适,仙湖名苑,天河公园,2室1厅 ,75.37, 西 , 简装 ,24,2003, 塔楼,110, 一年前发布,3850000.0,51082,VR看装修 房本满五年 
龙岗东路  框架结构 近菜市场 3房光线好,龙岗东小区,沙河,3室2厅 ,85.82, 南 北 , 其他 ,9,1999, 暂无数据,10, 9个月以前发布,2500000.0,29131,VR看装修 房本满两年 
安静小三房，交通商圈配套齐全，适合居住,广氮新村,车陂,3室2厅 ,88.75, 南 北 , 其他 ,8,1980, 塔楼,9, 6个月以前发布,3050000.0,34367,近地铁 VR看装修 房本满两年 
白云山下 安静小区 中层三房 空气好 近部队 管理严,天河山庄,沙河,3室1厅 ,82.63, 北 , 其他 ,7,1996, 塔楼,43, 一年前发布,2500000.0,30256,VR房源 房本满五年 
电梯带主套大三房 视野开阔 厅出阳台方正 业主诚售,乐意居花园,长兴,3室2厅 ,98.18, 南 北 , 其他 ,9,1999, 塔楼,10, 1个月以前发布,3900000.0,39723,VR房源 房本满五年 
富力新村两室，格局方正，业主诚心出售,富力新村,东圃,2室1厅 ,53.68, 东南 , 其他 ,9,1994, 塔楼,45, 9个月以前发布,1740000.0,32415,VR看装修 房本满五年 
方正两房大阳台，通风采光好动静分明，低层交通便利,棠德花园,棠下,2室1厅 ,64.57, 西北 , 简装 ,9,1997, 板楼,37, 9个月以前发布,1880000.0,29116,近地铁 VR看装修 房本满五年 
天河区 精装实用三房 低税费 带四海 总价低,阳光家园(天河),沙太南,3室2厅 ,76.09, 西南 , 精装 ,9,2002, 塔楼,59, 9个月以前发布,2780000.0,36536,VR房源 房本满五年 
汇友苑大户型，三房二卫，厅出大阳台！,汇友苑,东圃,3室2厅 ,101.37, 西南 , 其他 ,19,1994, 塔楼,66, 8个月以前发布,4300000.0,42419,近地铁 VR房源 房本满五年 
龙口西精装修  电梯高层 整洁干净,卫生院宿舍,龙口西,3室1厅 ,64.41, 西北 , 简装 ,9,2005, 塔楼,26, 1个月以前发布,4500000.0,69865,VR看装修 房本满五年 
中兴花园  4房 格局方正 实用 交通便利 看房方便,中兴花园,东圃,4室2厅 ,57.22, 东 , 简装 ,12,2001, 塔楼,107, 9个月以前发布,2710000.0,47362,VR房源 房本满五年 
羊城花园 3室2厅 南 北,羊城花园,东圃,3室2厅 ,83.46, 南 北 , 其他 ,6,2000, 塔楼,3, 1个月以前发布,3380000.0,40499,VR看装修 房本满五年 
小区配套齐全，基础设施完善，生活便利,冠军小区,石牌,2室1厅 ,85.7, 南 北 , 精装 ,9,1996, 塔楼,5, 2个月以前发布,3700000.0,43174,VR看装修 房本满两年 
豪景花园精致两房 地铁口几百米 户型好光线好,豪景花园,沙河,2室1厅 ,71.54, 西北 , 其他 ,19,2007, 塔楼,54, 9个月以前发布,2580000.0,36064,VR房源 房本满两年 
交委宿舍原装电梯房，交通便利，户型方正,交委宿舍,沙河,2室1厅 ,66.17, 北 , 简装 ,18,2000, 塔楼,22, 1个月以前发布,2100000.0,31737,近地铁 VR房源 房本满五年 
精装修复式  居住舒适  采光好,跑马地花园三期,珠江新城东,3室1厅 ,60.45, 西北 , 精装 ,33,2006, 塔楼,78, 10个月以前发布,5580000.0,92308,VR房源 房本满两年 
天雅居大三房 精装修 另带50方双平台 诚意出售,天雅居,东圃,3室2厅 ,93.7, 西 南 , 其他 ,13,1999, 塔楼,32, 9个月以前发布,3600000.0,38421,VR房源 房本满两年 
九洲海誉居 楼龄新 电梯高层 大三房 户型方正,九洲海誉居,粤垦,3室1厅 ,112.81, 西南 , 其他 ,34,2016, 塔楼,38, 4个月以前发布,9020000.0,79958,VR看装修 房本满两年 
华景新城 户型方正 实用两房 安静舒适 装修保养好,华景新城龙门阁,华景新城,2室2厅 ,91.74, 西北 , 其他 ,9,1997, 塔楼,38, 5个月以前发布,4200000.0,45782,VR看装修 房本满五年 
阳光家园正规全明三房 电梯中层南向 满五唯一看房方便,阳光家园(天河),沙太南,3室2厅 ,74.28, 南 , 精装 ,9,2002, 塔楼,22, 6个月以前发布,2860000.0,38503,VR房源 房本满五年 
视野开阔，采光充足 交通便利 南向宜居住,棠下远洋宿舍,棠下,3室2厅 ,77.99, 南 , 精装 ,9,1998, 塔楼,56, 6个月以前发布,2480000.0,31799,VR看装修 房本满两年 
华师大学宿舍，一楼带院子，校园环境安静舒适,华师大学宿舍南区,石牌,2室2厅 ,60.49, 南 , 其他 ,5,2000, 板楼,28, 4个月以前发布,4800000.0,79352,VR看装修 房本满两年 
此房 户型方正，采光好，环境优美。,华南御景园,岑村,3室2厅 ,112.06, 北 , 其他 ,11,2009, 塔楼,73, 7个月以前发布,4100000.0,36588,VR房源 房本满五年 
此房南向，采光充足，不临街，很安静，配套齐,百脑汇科技大厦,石牌,2室1厅 ,79.87, 东南 南 , 其他 ,30,2004, 塔楼,30, 6个月以前发布,3800000.0,47578,VR看装修 房本满五年 
中铁盛德国际 2室2厅 西,中铁盛德国际,石牌,2室2厅 ,88.84, 西 , 精装 ,37,2013, 板塔结合,4, 4个月以前发布,4960000.0,55831,VR看装修 房本满两年 
高楼层 视野宽阔 采光通风好 精装修,民政局大院,沙河,2室2厅 ,67.49, 南 北 , 精装 ,9,1990, 板楼,24, 4个月以前发布,2330000.0,34524,近地铁 VR看装修 房本满五年 
瑜翠园精装南向三房两卫，望泳池，背靠山,瑜翠园,龙洞,3室2厅 ,105.85, 南 , 精装 ,18,2008, 塔楼,33, 5个月以前发布,3660000.0,34578,VR看装修 房本满五年 
绿佳花园 电梯房 安静舒适 装修保养好,绿佳花园,粤垦,2室1厅 ,75.8, 东 , 精装 ,9,1998, 塔楼,33, 7个月以前发布,2650000.0,34961,VR看装修 房本满五年 
全明向户型，格局方正，户型通透，采光通风好，无遮挡,东成花园,石牌,3室2厅 ,81.0, 东 , 其他 ,9,1997, 塔楼,9, 5个月以前发布,5500000.0,67902,近地铁 VR看装修 房本满五年 
天河公园，东南向三房小区成熟，小区安静宜居交通便利,广海花园,天河公园,3室1厅 ,72.17, 东南 , 精装 ,8,1998, 塔楼,33, 1个月以前发布,3500000.0,48497,VR看装修 房本满五年 
加拿大花园 实用三房 安静望小区花园,加拿大花园,华景新城,3室2厅 ,84.37, 西 , 精装 ,28,1995, 塔楼,19, 3个月以前发布,3800000.0,45040,VR房源 房本满两年 
龙口西、户型方正、厅出阳台采光好..........,天寿路,天润路,3室1厅 ,86.94, 南 北 , 简装 ,10,1999, 塔楼,33, 3个月以前发布,4600000.0,52911,VR看装修 房本满五年 
"实用小两房,安静,方正,厅出阳台",都市兰亭花园,员村,2室1厅 ,58.0, 北 , 其他 ,19,2002, 塔楼,53, 4个月以前发布,3450000.0,59483,近地铁 VR看装修 房本满两年 
昌乐园 南北向两房 厅出阳台 户型方正实用,昌乐园,员村,2室1厅 ,50.25, 南 , 简装 ,6,1994, 板楼,16, 3个月以前发布,2280000.0,45374,近地铁 VR看装修 房本满两年 
小区环境雅静 对应教育资源好 交通便利 生活配套齐全,橡树园,沙太南,3室2厅 ,90.67, 南 , 精装 ,9,2006, 塔楼,14, 3个月以前发布,3550000.0,39153,VR看装修 房本满五年 
加拿大花园  安静两房 保养好 业主诚意出售,加拿大花园,华景新城,2室2厅 ,79.27, 东 , 其他 ,25,1995, 塔楼,21, 5个月以前发布,3350000.0,42261,VR看装修 房本满五年 
中层楼梯房，花园小区，南北对流，采光很好,东园小区,石牌,3室2厅 ,65.33, 南 北 , 精装 ,8,1992, 塔楼,5, 4个月以前发布,3800000.0,58167,近地铁 VR看装修 房本满五年 
带大露台，南向采光充足，产权清晰,橡树园,沙太南,2室1厅 ,40.88, 南 , 精装 ,13,2004, 塔楼,9, 1个月以前发布,2200000.0,53817,VR房源 房本满五年 
富景花苑，满五唯一，封闭小区，住家舒适，安静不吵,富景花苑,天河南,2室1厅 ,71.21, 东南 , 简装 ,9,1996, 塔楼,15, 1个月以前发布,3500000.0,49151,近地铁 VR看装修 房本满五年 
隽峰苑 高层南向四房 户型方正,隽峰苑,珠江新城中,4室2厅 ,181.69, 南 , 精装 ,32,2008, 塔楼,15, 1个月以前发布,22000000.0,121086,VR看装修 房本满两年 
房子满五年不唯一，东南西向大3房 格局方正。电梯3房,广东省新闻出版局宿舍,五山,3室1厅 ,101.77, 东南 , 精装 ,9,1987, 塔楼,11, 1个月以前发布,4800000.0,47166,近地铁 VR看装修 房本满五年 
珠江新城西区靓三房   户型方正实用,广弘天琪,珠江新城西,3室2厅 ,117.0, 东北 , 精装 ,31,2009, 塔楼,15, 1个月以前发布,14200000.0,121368,VR看装修 房本满五年 
暨南花园电梯两房加工人房 户型方正,暨南花园,石牌,3室2厅 ,101.92, 东南 , 精装 ,28,1997, 塔楼,9, 6个月以前发布,7000000.0,68682,VR看装修 房本满五年 
仙湖名苑 精装修 四房 望全景公园,仙湖名苑,天河公园,4室2厅 ,148.32, 西 北 , 精装 ,25,2003, 塔楼,87, 一年前发布,8500000.0,57309,近地铁 VR房源 房本满五年 
富力新村 正规三方 格局方正 通风采光足,富力新村,东圃,3室2厅 ,70.82, 东北 , 简装 ,9,1994, 塔楼,36, 7个月以前发布,2290000.0,32336,VR看装修 房本满五年 
三房两阳台 户型正 保养好 居住舒适 一线江景,利雅湾,珠江新城中,3室2厅 ,153.0, 西南 , 简装 ,29,2004, 塔楼,33, 8个月以前发布,21000000.0,137255,VR房源 房本满五年 
房子楼层好，精装修，两房，业主诚意出售。,建丽花园,长兴,2室1厅 ,77.1, 西南 , 其他 ,11,2005, 塔楼,12, 2个月以前发布,3150000.0,40857,VR房源 房本满五年 
天河公园旁 中楼层安静南向大两房 双阳台,穗东花园,天河公园,2室1厅 ,81.39, 南 , 其他 ,8,1997, 塔楼,23, 2个月以前发布,3630000.0,44601,近地铁 VR房源 房本满五年 
标准复式，带大阳台，采光足，通风好，业主诚意出售,天鹅花苑,长兴,3室1厅 ,107.0, 东南 , 简装 ,8,2003, 塔楼,20, 2个月以前发布,3620000.0,33832,近地铁 VR房源 房本满五年 
南向卖少见少户型，大阳台独立厨房，明厕！,天晟明苑,石牌,1室0厅 ,53.24, 南 , 简装 ,28,1997, 塔楼,13, 2个月以前发布,2780000.0,52217,近地铁 VR看装修 房本满五年 
户型方正 南北通透 保养新 使用率高,侨苑小区(天河区),体育中心,3室2厅 ,94.37, 南 北 , 其他 ,8,1997, 塔楼,17, 1个月以前发布,7200000.0,76296,VR看装修 房本满五年 
时代花生品质小区，精装修一房加储物间,时代花生二期,沙太南,1室1厅 ,60.97, 北 , 其他 ,18,2008, 塔楼,15, 4个月以前发布,2700000.0,44285,VR房源 房本满两年 
华颖花园安静南北对流三房采光好使用率高,华颖花园,员村,3室2厅 ,75.79, 南 , 精装 ,5,1970, 塔楼,82, 3个月以前发布,3380000.0,44597,VR看装修 房本满两年 
户型方正，望花园，小区安静，交通方便，生活便利。,旭景家园,东圃,2室1厅 ,98.58, 北 , 精装 ,14,2002, 塔楼,19, 4个月以前发布,4080000.0,41388,VR房源 房本满五年 
华农校内房、环境好、一梯两户、南北对流,钢铁研究所,五山,2室1厅 ,65.0, 南 北 , 其他 ,5,1985, 板楼,24, 2个月以前发布,3900000.0,60000,近地铁 VR看装修 房本满两年 
豪景花园 双地铁环城站 采光好 南向望花园 业主急售,豪景花园,沙河,2室1厅 ,83.24, 南 , 精装 ,19,2007, 塔楼,29, 3个月以前发布,3430000.0,41207,VR房源 房本满两年 
一手业主，房子过五年，业主城心出售,云宁居,沙太南,2室2厅 ,65.3, 东南 , 简装 ,9,1999, 塔楼,17, 2个月以前发布,1990000.0,30475,VR看装修 房本满五年 
远洋天骄 满二 中楼层 采光通风好 望花园,远洋天骄,天河客运站,2室2厅 ,75.0, 东 , 精装 ,19,2017, 板塔结合,15, 3个月以前发布,4500000.0,60000,VR看装修 房本满两年 
校园环境 文化氛围浓厚 适宜居住,广东外语职业艺术学院五山校区,五山,3室1厅 ,80.74, 南 北 , 其他 ,8,1992, 板塔结合,30, 4个月以前发布,3480000.0,43102,VR看装修 房本满两年 
五山花园 一期方正大三房 楼层好,五山花园,五山,3室1厅 ,114.42, 北 , 其他 ,8,1999, 塔楼,22, 6个月以前发布,7000000.0,61179,近地铁 VR看装修 房本满五年 
房屋格局好，阳光充足，自住保养好。,中兴花园,东圃,3室2厅 ,96.01, 东 , 精装 ,12,2001, 塔楼,13, 2个月以前发布,4580000.0,47704,VR看装修 房本满两年 
户型方正，采光通风好安静宜居  省一级师范附属幼儿园,德荣小区,龙口西,2室1厅 ,53.35, 南 , 精装 ,8,1995, 塔楼,58, 1个月以前发布,3680000.0,68979,近地铁 VR看装修 房本满两年 
后天河北宜居社区 天一新村电梯三房,天一新村,粤垦,3室2厅 ,96.01, 北 , 精装 ,10,2008, 塔楼,16, 1个月以前发布,4580000.0,47704,VR房源 房本满五年 
户型方正  中高楼层 精装修两房 诚意出售,翰林苑(天河),长兴,2室2厅 ,71.65, 东北 , 其他 ,18,2006, 塔楼,13, 1个月以前发布,3350000.0,46756,VR看装修 房本满五年 
金碧翡翠两房，业主诚心出售，随时欢迎带看,金碧翡翠华庭,天润路,2室1厅 ,95.0, 南 , 精装 ,5,2007, 塔楼,22, 3个月以前发布,4660000.0,49053,近地铁 房本满五年 
富力公园 格局方正，不占指标，可以贷款，,富力公园28,珠江新城东,2室1厅 ,101.17, 西 , 其他 ,48,2012, 塔楼,8, 1个月以前发布,6000000.0,59307,房本满五年 
天河北苑 电梯房 东南向 3房 证过5年唯一 税费低,天河北苑,沙太南,3室2厅 ,103.17, 东南 , 其他 ,11,2004, 塔楼,11, 2个月以前发布,4800000.0,46526,近地铁 VR看装修 房本满五年 
橡树园 电梯两房 望小区花园安静 中高楼层 产权清晰,橡树园,沙太南,2室2厅 ,80.37, 西北 , 精装 ,9,2006, 塔楼,5, 1个月以前发布,3000000.0,37328,VR房源 房本满五年 
云宁居两房，北向望花园，采光不错,云宁居,沙太南,2室1厅 ,65.5, 北 , 毛坯 ,9,1999, 塔楼,2, 1个月以前发布,2170000.0,33130,VR看装修 房本满五年 
新燕花园147方正规四房，业主诚心出售,新燕花园,燕塘,4室2厅 ,147.74, 南 , 简装 ,17,2004, 塔楼,8, 1个月以前发布,7180000.0,48599,VR房源 房本满五年 
乐意居花苑满五唯一，南向两房改三房，户型方正望花园,乐意居花园,长兴,3室1厅 ,61.99, 南 , 简装 ,9,1999, 塔楼,58, 5个月以前发布,2180000.0,35167,VR看装修 房本满五年 
华南农业大学茶山住宅区，电梯中高层三房,华南农业大学宿舍茶山区,五山,3室2厅 ,85.25, 东南 , 其他 ,8,1998, 塔楼,24, 6个月以前发布,6000000.0,70382,VR看装修 房本满五年 
楼下五山b1出口，电梯三房500万，框架结构，岳洲路,岳洲路,五山,3室2厅 ,98.0, 西南 , 简装 ,9,1998, 塔楼,28, 一年前发布,4700000.0,47960,VR看装修 房本满两年 
侨乐新村   舒适三房     中楼层   采光好,侨乐新村,沙太南,3室2厅 ,97.58, 北 , 简装 ,8,1995, 塔楼,8, 一年前发布,3050000.0,31257,VR看装修 房本满两年 
天平架地铁口小区中间双阳台三房，格局方正看房方便,陶苑小区,沙太南,3室1厅 ,96.14, 东南 , 简装 ,9,1993, 塔楼,62, 一年前发布,2350000.0,24444,VR看装修 房本满五年 
天工大厦 电梯南向两房  格局方正,天工大厦,五山,2室1厅 ,86.0, 南 , 简装 ,15,2000, 塔楼,9, 一年前发布,3300000.0,38373,VR看装修 房本满五年 
18年楼龄 少有次新房 小面积住宅 低总价 新精装修,远洋天骄,天河客运站,1室1厅 ,49.62, 东 , 精装 ,19,2017, 板塔结合,0,6,3050000.0,61468,VR看装修 
准电梯房 带私家天台花园 南北通透 步行5百米到地铁,紫林居,天河公园,3室2厅 ,83.46, 南 北 , 精装 ,9,2000, 塔楼,24, 1个月以前发布,6000000.0,71891,VR房源 房本满两年 
东站双地铁  实用电梯两房  户型方正 采光好 价格可谈,禺东西路,林和,2室1厅 ,65.59, 东 , 简装 ,9,1996, 塔楼,4, 3个月以前发布,2700000.0,41165,VR看装修 房本满两年 
耀星华庭，小区花园，户型方正，精装直接拎包入住,耀星华庭,林和,3室1厅 ,117.81, 东北 , 其他 ,31,2003, 塔楼,13, 1个月以前发布,11200000.0,95069,VR房源 房本满五年 
